data/ca/154995/183771/138272321.html,Delta Hotels by Marriott London Armouries,"""it was pride weekend in london and the hotel was full.  additionally there were two weddings taking place and they overflowed into the atrium and thus into the restaurant area.\nthe lobby is far to small for the amount of traffic coming and going in the hotel -- particularly with the weddings goping on on saturday.\nthe window opener was broken and the vanity blocked setting the water temperature, shower flow and getting into and out of the tub as no safety bars.\nwill stay at the hilton next time!",4,positive
data/ca/154995/183771/503334720.html,Delta Hotels by Marriott London Armouries,"""Wonderful, large, bright room, well maintained with a large, clean bathroom. All amenities worked well. The only real issue was having to pay extra for things like parking and decent Internet service. For the cost of the room, and the fact that almost everyone staying there probably drove there, I would have thought free parking would be a given. The basic Internet service wasn't bad, just slow, but the fact that there's extra charges for decent Internet service is, again, an annoyance. Include parking and good Internet and the experience would be completely enjoyable.",4,positive
data/ca/154995/183771/118665173.html,Delta Hotels by Marriott London Armouries,"""Friendly staff.  Varying degrees of updated rooms but all very hospitable. Rates determine whether or not upgrades in room.  Pool and hot tub need updated.  Pool has always been available, but the hot tub has not been running the last two times we have been guests.  Nice restaurant and excellent Sunday morning brunch.",4,positive
data/ca/154995/183771/135210109.html,Delta Hotels by Marriott London Armouries,"""We received a stay as a gift at Christmas and decided to use our time while on holidays to finally get away!  Booked in advance with specifically requesting low level floor as a family member will not take elevators. Arrived to receive a room on the 9th floor.  Staff were friendly and helpful but what's the point in taking the time to make requests if they are disregarded? We then were offered a lower standard room which we did not want so had it\""upgraded\"" back to original request.  We then decided to up it to a suite as once again a room with separate bedrooms was not reserved as requested when we booked. This was arranged on a low level floor but at a additional charge.  She gave us the the room we upgraded from as a \""holding cell\"" while we waited 1 hr for our room to be cleaned (arrived for 3 pm check in time). While we waited the room we waited in was disgusting. Very dirty carpets, bed looked like someone was laying on it already, hair in tub, water in sink and a cup with lipstick on it! The electrical socket was exposed and shower head falling out of wall.  We took pictures just out of shock as this is supposed to be a fantastic hotel!  After I asked, the room was ready ( no one called to notify us) we gladly moved into a suite. It was better but still outdated, drab and just....gross! Our daughter had to sleep on the pullout couch from goodness knows when and our son slept with us on the king bed. I would never return to this hotel or recommend it....unfortunately i cannot say this came anything close to what I had expected from this hotel. Sadly enough...no one seemed to care!",2,negative
data/ca/154995/183771/490443076.html,Delta Hotels by Marriott London Armouries,"""Great service and great breakfast. Renovated room,  quick check in and centrally located.  Affordable valet parking which is only 5.00 more per night than the public Parking,  which is a short walk away.  ",4,positive
data/ca/154995/183771/191781503.html,Delta Hotels by Marriott London Armouries,"""You can notify with your own eyes that this hotel is well managed when you enter the hotel. Although there is some minor defects, the staff seems to have a solution for everything.\n\nFirst of all, due to language barrier from my side I had a little bit bad experiences finding the parking lot - but Corey from desk understood my issues and solved them. Great service from the start.\n\nRoom were spacious and very clean. There is space for your luggage, space to sit and do you business things or just relax. Everything what you need in a hotel room. Only thing to improve is the TV system, it's out dated. Yes, it works ok'ish but the usability is not good.\n\nLocation is good downtown location. Just few minutes walk to Budweiser Gardens and there is lot of shops and restaurants within walking distance. We also went to the movie theater one night, it's located in There is an on-site mini market also available.\n\nBreakfast was a bit expensive but it was worth it.\n\nI would recommend this to business and leisure.",5,positive
data/ca/154995/183771/148594710.html,Delta Hotels by Marriott London Armouries,"""We have stayed here in the past and were considerably more impressed with our most recent 3 night stay over the Christmas holiday.  We booked our stay through Expedia for a room with 2 queen beds.  Desiring a room with a King bed, we asked if one was available and we were upgraded to a corner room on the 18th floor.  The room was large and in very good condition.  Nice linens on the beds and bathrooms.  Nice selection of hotel amenities including items at the front desk we had forgotten - i.e. toothbrush\u002Fpaste.  The bathroom could use a \""fixture\"" update but everything was in good working order.  The staff at reception and in the lounge on the executive floor were very gracious and efficient.  The amenities in the club room - drinks, continental breakfast were plentiful, with healthy (and not-so) options.  A splurge breakfast of eggs benedict in the hotel dining room on Christmas day was delicious and the service very friendly and prompt.  (If you on a tighter budget, there are less expensive options nearby.)  \nOnly small negatives are out of hotel's control... wind whipping around the building did make loud \""whistling\"" noises in the room at night - manageable with a couple of earplugs.  Off site parking lot is a block and a half from the hotel and sidewalks during our holiday stay were slippery and icy, so you might want to consider hotel valet parking if that's an issue.  In the past I would have been hesitant to recommend this hotel however after this most recent experience, we will be back and recommend.",4,positive
data/ca/154995/183771/492887210.html,Delta Hotels by Marriott London Armouries,"""One review for multiple 2017 stays.\n\nComplements to Management for maintaining the high quality Delta level service. Consistently excellent through the Marriot merger. Basically ditto to past reports....clean rooms, friendly staff, attentive service, and good Management make this #1 in London for many guests. Good choice for downtown for personal or business.   Excellent food although Sports Bar the Cantata Lounge ( My Fav spot ) needs more food options And the Grille is pricy but 1st Class service at both.  \n\nReally like the Managers receptions are consistently every Wed now. Easier to catch and great networking plus always good to chat with staff.\n\nGo for Valet parking @ $20 per day....far better and more secure than the public option.",5,positive
data/ca/154995/183771/296079776.html,Delta Hotels by Marriott London Armouries,"""we drove in and were checked in quickly and efficiently. we were offered valet parking. we were asked if we needed any help with luggage. our room was recently renovated and looked very nice. it was clean and well appointed. we found that the electrical outlets in the bathroom did not work. but someone came over and fixed it immediately. the place is still under renovation, so there are things that are not perfect. but the management staff did every thing in their power to make them right. we will stay in this hotel again next time.",5,positive
data/ca/154995/183771/152486945.html,Delta Hotels by Marriott London Armouries,"""This is the 2nd time I've stayed in the Delta London Armouries and I was not disapointed either time!\nThe rooms are big and clean; mine had 2 queen size beds and another team members had one queen and a couch.  We stayed there inbetween the meeting breaks and it was very comfortable.  \nBeds are VERY comfortable and it was a nice quiet sleep away from home.\nAll the staff were courteous and seemed like they really enjoyed their jobs which made my stay all that much better. \nLOVE the brick walls in the meeting rooms\nHad a great time and I'm sure I'll be back again next year!",5,positive
